Sr No,Date,Startup Name,IndUSAtry Vertical,SubVertical,Location,Investors Name,InvestmentType,Amount,IsAmountDisclosed
2887,11-03-2015,Groupon India,Unknown,Not Specified,Unknown,Sequoia Capital,Private Equity,20000000,1
2888,12-03-2015,Process 9,Unknown,Not Specified,Unknown,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,0,0
2889,12-03-2015,MoonFrog Labs,Unknown,Not Specified,Unknown,"Tiger Global, Sequoia Capital.",Private Equity,15000000,1
2890,13-03-2015,Foodpanda,Unknown,Not Specified,Unknown,Rocket Internet AG & others,Private Equity,110000000,1
2891,13-03-2015,Paytm,Unknown,Not Specified,Unknown,Ratan Tata,Private Equity,0,0
2892,13-03-2015,DiabetOmics,Unknown,Not Specified,Unknown,"VentureEast, Varaprasad Reddy",Private Equity,5000000,1
2893,13-03-2015,Qyk,Unknown,Not Specified,Unknown,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,0,0
1212,14-11-2016,ElasticRun,Technology,Tech driven Logistic & distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,2000000,1
2895,14-03-2015,Orobind,Unknown,Not Specified,Unknown,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,200000,1
2896,14-03-2015,Routofy,Unknown,Not Specified,Unknown,"Kunal Bahl, Rohit Bansal",Seed Funding,0,0
2897,16-03-2015,Digital Gorkha,Unknown,Not Specified,Unknown,Ramesh kavediya,Seed Funding,166000,1
2898,16-03-2015,NestAway,Unknown,Not Specified,Unknown,"IDG Ventures, Naveen Tewari",Seed Funding,1300000,1
2899,16-03-2015,The Better India,Unknown,Not Specified,Unknown,I-cube-N,Seed Funding,166000,1
2900,16-03-2015,Meru Cabs,Unknown,Not Specified,Unknown,Value Fund Advisors,Private Equity,50000000,1
2901,17-03-2015,GolfLAN,Unknown,Not Specified,Unknown,YourNest Angel Fund,Seed Funding,0,0
2902,18-03-2015,Drivestream,Unknown,Not Specified,Unknown,Wipro,Private Equity,5000000,1
2903,18-03-2015,wWhere,Unknown,Not Specified,Unknown,Group of Angel Investors,Seed Funding,200000,1
2904,18-03-2015,GoJavas,Unknown,Not Specified,Unknown,Snapdeal,Private Equity,0,0
2905,19-03-2015,Tripoto,Unknown,Not Specified,Unknown,"IDG Ventures, Outbox Ventures",Private Equity,2000000,1
2906,19-03-2015,Graphic India,Unknown,Not Specified,Unknown,"CA Media LP, Start Media.",Seed Funding,2800000,1
2907,20-03-2015,Harness Handitouch,Unknown,Not Specified,Unknown,Armat Group,Private Equity,0,0
2908,20-03-2015,Lets Corp,Unknown,Not Specified,Unknown,Wu Chay Chin,Seed Funding,3000000,1
2909,20-03-2015,CollateBox,Unknown,Not Specified,Unknown,LetsVenture,Seed Funding,180000,1
2910,20-03-2015,Mahindra First Choice,Unknown,Not Specified,Unknown,Valiant Capital,Private Equity,15000000,1
2911,21-03-2015,Round One,Unknown,Not Specified,Unknown,"HT Media, Arun Duggal",Seed Funding,0,0
2912,23-03-2015,RazorPay,Unknown,Not Specified,Unknown,Y Combinator,Seed Funding,120000,1
2913,23-03-2015,Mosambee,Unknown,Not Specified,Unknown,RVCF and SIDBI,Private Equity,0,0
2914,24-03-2015,Furlenco,Unknown,Not Specified,Unknown,LightBox Ventures,Private Equity,6000000,1
2915,24-03-2015,Cubito,Unknown,Not Specified,Unknown,Sol Primero,Seed Funding,160000,1
791,02-05-2017,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,390000,1
2917,25-03-2015,Artoo,Unknown,Not Specified,Unknown,"Accion Venture Labs, Rianta Capital",Private Equity,500000,1
2918,25-03-2015,Fxkart,Unknown,Not Specified,Unknown,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,2000000,1
2919,25-03-2015,Rozgar Mela,Unknown,Not Specified,Unknown,"Impact Investment Holding, Upaya Social Ventures",Seed Funding,0,0
2817,07-04-2015,PressPlay,Travel Entertainment,Not Specified,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000,1
2921,26-03-2015,Roposo,Unknown,Not Specified,Unknown,"Tiger Global Management, Indian Quotient, Binny Bansal",Private Equity,5000000,1
2922,26-03-2015,Teewe,Unknown,Not Specified,Unknown,"Sequoia Capital, India Quotient",Seed Funding,1750000,1
2923,26-03-2015,ePoise,Unknown,Not Specified,Unknown,Undisclosed,Seed Funding,0,0
2924,27-03-2015,Urjas,Unknown,Not Specified,Unknown,Solidarity Venture Capital & others,Seed Funding,100000,1
2925,27-03-2015,Chargein,Unknown,Not Specified,Unknown,Pittie Group,Seed Funding,100000,1
2926,28-03-2015,Yogurt Labs,Unknown,Not Specified,Unknown,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding,115000,1
2927,28-03-2015,LimeRoad,Unknown,Not Specified,Unknown,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,30000000,1
2928,28-03-2015,Team Indus,Unknown,Not Specified,Unknown,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",Private Equity,1500000,1
2929,30-03-2015,Arohan Financial Services,Unknown,Not Specified,Unknown,Tano Capital,Private Equity,10000000,1
2930,30-03-2015,BillDesk,Unknown,Not Specified,Unknown,TA Associates,Private Equity,75000000,1
2931,31-03-2015,Triphobo,Unknown,Not Specified,Unknown,"Mayfield Ventures, Kalaari Capital",Private Equity,3000000,1
